order,family,genus,species,authority,collector,collection #,Organ,Stem Diameter cm,Height m,VDRAW-Vessel diameter micrometers,VDFinal-Vessel diameter interpreted,VG-vessels/group RAW,VG curated,VMM-Vessel density mmper2 RAW,VMM-FINAL,raw VEL-Vessel element Length micrometers,final VEL-Vessel element Length micrometers,VWTRAW-Vessel wall thickness draw micrometers,VWTFINAL-Vessel wall thickness draw micrometers,RAW.BAR#-perforation plate bar ,FINAL.BAR#-perforation plate bar ,Number perforations per plate,RAW.simple.scalariform,FINAL.simple.scalariform,FINAL.scalariform.not,vessels present/absent,raw V-V-vessel-vessel (intervascular) pit diam micrometers,final V-V-vessel-vessel (intervascular) pit diam micrometers,"ITEDRAW: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam","ITEDFINAL: ITE diameter micrometers-""ground"" Imperforate Tracheary Element diam",ITELRAW: ITE cell length-RAW micrometers,"ITELFINAL: ITE cell length-curated, micrometers",ITEWTRAW: ITE wall thick-DRAW micrometers,ITEWTFINAL: wall thick final micrometers,ITE type RAW,ITE.Final,# septum/fiber,AP/strand-Axial Parenchyma cells/strand,MRH-Multiseriate Ray Height.mm,MRW-multseriate Ray width cell#,URH-Uniseriate Ray Ht.mm,self/ non,DWT- Double wall thickness (um),quien,cite,id1,id2,,,,,,vwt/vd,dwt/vd
Solanales,Convolvulaceae,Operculina,palmeri,(Wats.) Howe,Carlquist,8022,large stem,,,294,294,1.16,1.16,26,,219,219,7,7,0,0,1,simple,simple,simple,present,14,14,,,717,717,5,5,fiber tracheids,fiber tracheids,,,0.356,2,0.273,non,12,Víctor,"Carlquist, S., & Hanson, M. A. (1991). Wood and stem anatomy of Convolvulaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 13(1), 51-94.",Operculina_palmeri_Carlquist_8022L_stem,Solanales_Convolvulaceae_Operculina_palmeri_(Wats.) Howe_Carlquist_8022L_stem,,,,,,0.02,0.04
Ranunculales,Papaveraceae,Bocconia,frutescencs,L.,Davidson,5131,stem,2.4,,129,129,2,2,9.2,,269,269,2.6,2.6,0,0,1,simple,simple,simple,present,14,14,30,30,715,715,4,4,libriform,libriform,,2,1.73,11,scarce,self,6.6,Emilio,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Papaveraceae, with comments on vessel restriction patterns. IAWA journal, 9(3), 253-267.",Bocconia_frutescencs_Davidson_5131_stem,Ranunculales_Papaveraceae_Bocconia_frutescencs_L._Davidson_5131_stem,,,,,,0.02,0.05
Solanales,Convolvulaceae,Ipomoea,tiliaceae,(WilId.) Choisy,MADw,54734,stem,,,443,443,1.08,1.08,20,no hay error de captura,490,490,8,8,0,0,1,simple,simple,simple,present,15,15,,,789,789,5,5,fiber tracheids,fiber tracheids,,,,,,non,13,Víctor,"Carlquist, S., & Hanson, M. A. (1991). Wood and stem anatomy of Convolvulaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 13(1), 51-94.",Ipomoea_tiliaceae_MADw_54734_stem,Solanales_Convolvulaceae_Ipomoea_tiliaceae_(WilId.) Choisy_MADw_54734_stem,,,,,,0.02,0.03
Solanales,Convolvulaceae,Lysiostyles,scandens,Benth.,SJRw,41774,stem,,,148,148,1.2,1.2,15,,411,411,4.5,4.5,0,0,1,simple,simple,simple,present,15,15,,,659,659,5,5,fiber tracheids,fiber tracheids,,,0.837,2.8,0.34,non,9.5,Víctor,"Carlquist, S., & Hanson, M. A. (1991). Wood and stem anatomy of Convolvulaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 13(1), 51-94.",Lysiostyles_scandens_SJRw_41774_stem,Solanales_Convolvulaceae_Lysiostyles_scandens_Benth._SJRw_41774_stem,,,,,,0.03,0.06
Solanales,Convolvulaceae,Stictocardia,benaviensis,(Vatke) H. Hall,Tw,212120,stem,,,353,353,1.04,1.04,21,no hay error de captura,218,218,9,9,0,0,1,simple,simple,simple,present,15,15,,,816,816,5,5,fiber tracheids,fiber tracheids,,,0.458,2,0.267,non,14,Víctor,"Carlquist, S., & Hanson, M. A. (1991). Wood and stem anatomy of Convolvulaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 13(1), 51-94.",Stictocardia_benaviensis_Tw_212120_stem,Solanales_Convolvulaceae_Stictocardia_benaviensis_(Vatke) H. Hall_Tw_212120_stem,,,,,,0.03,0.04
Solanales,Convolvulaceae,Stictocardia,benaviensis,(Vatke) H. Hall,Tw,212121,stem,,,278,278,1.16,1.16,25,no hay error de captura,218,218,9.6,9.6,0,0,1,simple,simple,simple,present,15,15,,,816,816,5,5,fiber tracheids,fiber tracheids,,,0.378,2,0.305,non,14.6,Víctor,"Carlquist, S., & Hanson, M. A. (1991). Wood and stem anatomy of Convolvulaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 13(1), 51-94.",Stictocardia_benaviensis_Tw_212121_stem,Solanales_Convolvulaceae_Stictocardia_benaviensis_(Vatke) H. Hall_Tw_212121_stem,,,,,,0.03,0.05
Ranunculales,Papaveraceae,Bocconia,vulcanica,Donn.Sm.,Davidson,3317,stem,1.8,,182,182,2,2,9.2,,308,308,2.7,2.7,0,0,1,simple,simple,simple,present,15,15,29,29,677,677,3.7,3.7,libriform,libriform,,2,1.213,5.7,scarce,self,6.4,Emilio,"Carlquist, S., & Zona, S. (1988). Wood anatomy of Papaveraceae, with comments on vessel restriction patterns. IAWA journal, 9(3), 253-267.",Bocconia_vulcanica_Davidson_3317_stem,Ranunculales_Papaveraceae_Bocconia_vulcanica_Donn.Sm._Davidson_3317_stem,,,,,,0.01,0.04
Laurales,Calycanthaceae,Idiospermum,australiense,(Diels) S. T. Blake,Hyland,3183,stem,,,134,134,1.67,1.67,7.2,,329,329,6.9,6.9,0,0,1,simple,simple,simple,present,16,16,27,27,539,539,4.1,4.1,fiber tracheids,fiber tracheids,,2-3,0.386,2,0.261,self,11,Emilio,"Carlquist, S. (1983). Wood anatomy of Calyceraceae and Valerianaceae, with comments on aberrant perforation plates in predominantly herbaceous groups of dicotyledons. Aliso: A Journal of Systematic and Evolutionary Botany, 10(3), 413-425.",Idiospermum_australiense_Hyland_3183_stem,Laurales_Calycanthaceae_Idiospermum_australiense_(Diels) S. T. Blake_Hyland_3183_stem,,,,,,0.05,0.08
Asterales,Campanulaceae,Cyanea,leptostegia,A. Gray,Carlquist,1795,upper_stem,,,74,74,3.6,3.6,,,746,746,,,0,0,1,simple,simple,simple,present,16,16,38,38,1119,1119,8,8,libriform,libriform,present,3-4,>5,6.6,,self,,Emilio,"Carlquist, S. (1969). Wood anatomy of Lobelioideae (Campanulaceae). Biotropica, 47-72.",Cyanea_leptostegia_Carlquist_1795_upper_stem,Asterales_Campanulaceae_Cyanea_leptostegia_A. Gray_Carlquist_1795_upper_stem,,,,,,0.00,0.00
Asterales,Campanulaceae,Lobelia,bambuseti,R.E.Fr. & T.C.E.Fr.,Hedberg,1500,stem,,,52,52,2.7,2.7,,,441,441,,,0,0,1,simple,simple,simple,present,16,16,35,35,712,712,2,2,libriform,libriform,present,2,2.5,4.9,,self,,Emilio,"Carlquist, S. (1969). Wood anatomy of Lobelioideae (Campanulaceae). Biotropica, 47-72.",Lobelia_bambuseti_Hedberg_1500_stem,Asterales_Campanulaceae_Lobelia_bambuseti_R.E.Fr. & T.C.E.Fr._Hedberg_1500_stem,,,,,,0.00,0.00
Solanales,Convolvulaceae,Dicranostyles,holostya,Ducke,MADw,14066,stem,,,355,355,1.04,1.04,13,,410,410,10.1,10.1,0,0,1,simple,simple,simple,present,16,16,,,925,925,5.5,5.5,fiber tracheids,fiber tracheids,,,1.11,4.4,0.38,non,15.6,Víctor,"Carlquist, S., & Hanson, M. A. (1991). Wood and stem anatomy of Convolvulaceae. Aliso: A Journal of Systematic and Evolutionary Botany, 13(1), 51-94.",Dicranostyles_holostya_MADw_14066_stem,Solanales_Convolvulaceae_Dicranostyles_holostya_Ducke_MADw_14066_stem,,,,,,0.03,0.04
Sabiales,Sabiaceae,Ophiocaryon,paradoxum,R.H. Schomb.,SJRw,43891,stem,,,153,153,2,2,4.8,,1267,1267,2.3,2.3,0,0,1,multiperforate plates only,simple,simple,present,16,16,36,36,1751,1751,3.5,3.5,fiber tracheids,fiber tracheids,,3.0-18,1.508,,0.645,self,5.8,Beto,"Carlquist, S., Morrell, P. L., & Manchester, S. R. (1993). Wood anatomy of Sabiaceae (SL). Aliso: A Journal of Systematic and Evolutionary Botany, 13(4), 521-549.",Ophiocaryon_paradoxum_SJRw_43891_stem,Sabiales_Sabiaceae_Ophiocaryon_paradoxum_R.H. Schomb._SJRw_43891_stem,,,,,,0.02,0.04
Gnetales,Gnetaceae,Gnetum,urens,(Aubl.) Blume,SJRw,36169,stem,,,269,269,mostly solitary,1,4,,801,801,7.1,7.1,0,0,1,simple,simple,simple,present,20,20,,,1371,1371,4.4,4.4,tracheids and fiber tracheids,tracheids,,,,,,non,11.5,Beto,"Carlquist, S. (1996). Wood and bark anatomy of lianoid Indomalesian and Asiatic species of Gnetum. Botanical Journal of the Linnean Society, 121(1), 1-24.",Gnetum_urens_SJRw_36169_stem,Gnetales_Gnetaceae_Gnetum_urens_(Aubl.) Blume_SJRw_36169_stem,,,,,,0.03,0.04
Gnetales,Gnetaceae,Gnetum,urens,(Aubl.) Blume,Johnston,1768,stem,,,212,212,mostly solitary,1,7.2,,2148,2148,7,7,0,0,1,simple,simple,simple,present,20,20,,,2771,2771,4.6,4.6,tracheids and fiber tracheids,tracheids,,,,,,non,11.6,Beto,"Carlquist, S. (1996). Wood and bark anatomy of lianoid Indomalesian and Asiatic species of Gnetum. Botanical Journal of the Linnean Society, 121(1), 1-24.",Gnetum_urens_Johnston_1768_stem,Gnetales_Gnetaceae_Gnetum_urens_(Aubl.) Blume_Johnston_1768_stem,,,,,,0.03,0.05
Myrtales,Onagraceae,Fuchsia,pachyrrhiza,P.E.Berry & B.A.Stein,Stein et al.,4066,stem,,,0.41 reported but 41 more likely given scale bar,41,1.88,1.88,,,332,332,1-2,1.5,0,0,1,simple,simple,simple,present,,,20-23,21,514,514,,,libriform,libriform,septate,4-6 cells,absent,absent,0.127,self,,Emilio,"Berry, P. E., Stein, B. A., Carlquist, S., & Nowicke, J. (1988). Fuchsia pachyrrhiza (Onagraceae), a tuberous new species and section of Fuchsia from western Peru. Systematic botany, 483-492.",Fuchsia_pachyrrhiza_P.E.Berry & B.A.Stein_Stein et al._4066,Myrtales_Onagraceae_Fuchsia_pachyrrhiza_P.E.Berry & B.A.Stein_P.E.Berry & B.A.Stein_Stein et al._4066,,,,,,0.04,0.00
Dipsacales,Caprifoliaceae,Pterocephalus,dumetorum,Coult.,Carlquist,2600,,,,41,41,,,307,,338,338,,,0,0,1,simple,simple,simple,present,,,,,585,585,,,tracheids,tracheids,,,0.784,,0.214,self,,Alí,"Carlquist ,S. (1982). Wood anatomy of Dipsacaceae. Taxon 31:443-450.",Pterocephalus_dumetorum_Carlquist_2600_,Dipsacales_Caprifoliaceae_Pterocephalus_dumetorum_Coult._Carlquist_2600_,,,,,,0.00,0.00
Dipsacales,Caprifoliaceae,Pterocephalus,lasiospermus,Link,Carlquist,2694,,,,39,39,,,284,,217,217,,,0,0,1,simple,simple,simple,present,,,,,392,392,,,tracheids,tracheids,,,1.338,,0.132,self,,Alí,"Carlquist ,S. (1982). Wood anatomy of Dipsacaceae. Taxon 31:443-450.",Pterocephalus_lasiospermus_Carlquist_2694_,Dipsacales_Caprifoliaceae_Pterocephalus_lasiospermus_Link_Carlquist_2694_,,,,,,0.00,0.00
Dipsacales,Caprifoliaceae,Scabiosa,africana,L.,Carlquist,1079,,,,65,65,,,180,,284,284,,,0,0,1,simple,simple,simple,present,,,,,509,509,,,tracheids,tracheids,,,1.058,,0.9,self,,Alí,"Carlquist ,S. (1982). Wood anatomy of Dipsacaceae. Taxon 31:443-450.",Scabiosa_africana_Carlquist_1079_,Dipsacales_Caprifoliaceae_Scabiosa_africana_L._Carlquist_1079_,,,,,,0.00,0.00
Dipsacales,Caprifoliaceae,Scabiosa,cretica,L.,USw,49241,,,,43,43,,,211,,292,292,,,0,0,1,simple,simple,simple,present,,,,,527,527,,,tracheids,tracheids,,,0.442,,0.217,self,,Alí,"Carlquist ,S. (1982). Wood anatomy of Dipsacaceae. Taxon 31:443-450.",Scabiosa_cretica_Usw_49241_,Dipsacales_Caprifoliaceae_Scabiosa_cretica_L._Usw_49241_,,,,,,0.00,0.00
Dipsacales,Caprifoliaceae,Scabiosa,variifolia,Boiss.,Ferren & Bleck,2360,,,,35,35,,,383,,295,295,,,0,0,1,simple,simple,simple,present,,,,,514,514,,,tracheids,tracheids,,,0.46,,0.258,self,,Alí,"Carlquist ,S. (1982). Wood anatomy of Dipsacaceae. Taxon 31:443-450.",Scabiosa_variifolia_Ferren & Bleck_2360_,Dipsacales_Caprifoliaceae_Scabiosa_variifolia_Boiss._Ferren & Bleck_2360_,,,,,,0.00,0.00
Boraginales,Boraginaceae,Echium,pininana,Webb & Berthel.,Carlquist,2730,root,,,127,127,1.5,1.5,13,,268,268,,,0,0,1,simple,simple,simple,present,,,,,380,380,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Echium_pininana_Carlquist_2730_root,Boraginales_Boraginaceae_Echium_pininana_Webb & Berthel._Carlquist_2730_root,,,,,,0.00,0.00
Boraginales,Boraginaceae,Echium,pininana,Webb & Berthel.,Carlquist,2730,base,,,81,81,1.7,1.7,26,,233,233,,,0,0,1,simple,simple,simple,present,,,,,296,296,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Echium_pininana_Carlquist_2730_base,Boraginales_Boraginaceae_Echium_pininana_Webb & Berthel._Carlquist_2730_base,,,,,,0.00,0.00
Boraginales,Boraginaceae,Echium,pininana,Webb & Berthel.,Carlquist,2730,stem_137cm,,137 cm from ground,94,94,1.8,1.8,35,,291,291,,,0,0,1,simple,simple,simple,present,,,,,612,612,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Echium_pininana_Carlquist_2730_stem_137cm,Boraginales_Boraginaceae_Echium_pininana_Webb & Berthel._Carlquist_2730_stem_137cm,,,,,,0.00,0.00
Boraginales,Boraginaceae,Echium,pininana,Webb & Berthel.,Carlquist,2730,stem_274cm,,274 cm from ground,86,86,2.1,2.1,43,,322,322,,,0,0,1,simple,simple,simple,present,,,,,644,644,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Echium_pininana_Carlquist_2730_stem_274cm,Boraginales_Boraginaceae_Echium_pininana_Webb & Berthel._Carlquist_2730_stem_274cm,,,,,,0.00,0.00
Boraginales,Boraginaceae,Echium,pininana,Webb & Berthel.,Carlquist,2730,stem_457cm,,457 cm from ground,87,87,2.2,2.2,51,,576,576,,,0,0,1,simple,simple,simple,present,,,,,1030,1030,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Echium_pininana_Carlquist_2730_stem_457cm,Boraginales_Boraginaceae_Echium_pininana_Webb & Berthel._Carlquist_2730_stem_457cm,,,,,,0.00,0.00
Crossosomatales,Geissolomataceae,Geissoloma,marginata, (L.) A.Juss.,Carlquist,4518,lignotuber,,,35.8,35.8,1.2,1.2,33,,650,650,,,23.5,23.5,24.5,scalariform,scalariform,scalariform,present,,,,,902,902,4.1,4.1,tracheids,tracheids,,,1.388,,0.341,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Geissoloma_marginata_Carlquist_4518_lignotuber,Crossosomatales_Geissolomataceae_Geissoloma_marginata_ (L.) A.Juss._Carlquist_4518_lignotuber,,,,,,0.00,0.00
Crossosomatales,Geissolomataceae,Geissoloma,marginata, (L.) A.Juss.,Carlquist,4518,stem,,,39.8,39.8,1.3,1.3,26,,902,902,,,18.6,18.6,19.6,scalariform,scalariform,scalariform,present,,,,,1224,1224,4.9,4.9,tracheids,tracheids,,4.5,0.579,,0.188,self,,Mark,"Carlquist, S. (1975). Ecological strategies of xylem evolution. Univ. Calif. Press Berkeley.",Geissoloma_marginata_Carlquist_4518_stem,Crossosomatales_Geissolomataceae_Geissoloma_marginata_ (L.) A.Juss._Carlquist_4518_stem,,,,,,0.00,0.00
Ericales,Roridulaceae,Roridula,dentata,L.,Carlquist,4644,stem,,,41,41,1.1,1.1,129,,759,759,,,10.4,10.4,11.4,scalariform,scalariform,scalariform,present,,,,,904,904,3.7,3.7,tracheids,tracheids,,3,,,0.186,self,,Mark,"Carlquist, S. (1976). Wood anatomy of Roridulaceae: ecological and phylogenetic implications. American Journal of Botany, 63(7), 1003-1008.",Roridula_dentata_Carlquist_4644_stem,Ericales_Roridulaceae_Roridula_dentata_L._Carlquist_4644_stem,,,,,,0.00,0.00
Ericales,Roridulaceae,Roridula,dentata,L.,Carlquist,4644,root,,,55.4,55.4,1.02,1.02,,,767,767,,,11.9,11.9,12.9,scalariform,scalariform,scalariform,present,,,,,917,917,,,tracheids,tracheids,,,,,0.128,self,,Mark,"Carlquist, S. (1976). Wood anatomy of Roridulaceae: ecological and phylogenetic implications. American Journal of Botany, 63(7), 1003-1008.",Roridula_dentata_Carlquist_4644_root,Ericales_Roridulaceae_Roridula_dentata_L._Carlquist_4644_root,,,,,,0.00,0.00
Ericales,Roridulaceae,Roridula,gorgonias,Planch. ,Carlquist,4960,stem,,,38.8,38.8,1.1,1.1,82.9,,978,978,,,48.6,48.6,49.6,scalariform,scalariform,scalariform,present,,,,,935,935,3.8,3.8,tracheids,tracheids,,3,,0.572,0.203,self,,Mark,"Carlquist, S. (1976). Wood anatomy of Roridulaceae: ecological and phylogenetic implications. American Journal of Botany, 63(7), 1003-1008.",Roridula_gorgonias_Carlquist_4960_stem,Ericales_Roridulaceae_Roridula_gorgonias_Planch. _Carlquist_4960_stem,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,rosmarinifolia_ssp.rosmarinifolia_var.rosmarinifolia,P.J.Bergius,Carlquist,4508,stem,,,37.8,37.8,1.14,1.14,206,,1187,1187,,,31.7,31.7,32.7,scalariform,scalariform,scalariform,present,,,,,1190,1190,2.6,2.6,tracheids,tracheids,,,,2.7,0.213,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_rosmarinifolia_ssp.rosmarinifolia_var.rosmarinifolia_Carlquist_4508_stem,Cornales_Grubbiaceae_Grubbia_rosmarinifolia_ssp.rosmarinifolia_var.rosmarinifolia_P.J.Bergius_Carlquist_4508_stem,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,rosmarinifolia_ssp.rosmarinifolia_var.rosmarinifolia,P.J.Bergius,Carlquist,4508,root,,,47.5,47.5,1.11,1.11,125,,1183,1183,,,28.2,28.2,29.2,scalariform,scalariform,scalariform,present,,,,,1220,1220,,,tracheids,tracheids,,,,3.2,0.158,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_rosmarinifolia_ssp.rosmarinifolia_var.rosmarinifolia_Carlquist_4508_root,Cornales_Grubbiaceae_Grubbia_rosmarinifolia_ssp.rosmarinifolia_var.rosmarinifolia_P.J.Bergius_Carlquist_4508_root,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,rourkei,Carlquist,Carlquist,5115,root,,,53.7,53.7,1.15,1.15,88,,796,796,,,23.3,23.3,24.3,scalariform,scalariform,scalariform,present,,,,,985,985,,,tracheids,tracheids,,,0.59,2.2,0.329,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_rourkei_Carlquist_5115_root,Cornales_Grubbiaceae_Grubbia_rourkei_Carlquist_Carlquist_5115_root,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,rourkei,Carlquist,Carlquist,5115,stem,,,39.9,39.9,1.14,1.14,246,,1267,1267,,,26.3,26.3,27.3,scalariform,scalariform,scalariform,present,,,,,1239,1239,,,tracheids,tracheids,,,0.808,2.7,0.455,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_rourkei_Carlquist_5115_stem,Cornales_Grubbiaceae_Grubbia_rourkei_Carlquist_Carlquist_5115_stem,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,tomentosa,(Thunb.) Harms,Carlquist,5010,lignotuber,,,59,59,,,,,755,755,,,24,24,25,scalariform,scalariform,scalariform,present,,,,,757,757,,,tracheids,tracheids,,,,,,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_tomentosa_Carlquist_5010_lignotuber,Cornales_Grubbiaceae_Grubbia_tomentosa_(Thunb.) Harms_Carlquist_5010_lignotuber,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,tomentosa,(Thunb.) Harms,Carlquist,5010,root,,,54,54,1.08,1.08,121,,1069,1069,,,29.9,29.9,30.9,scalariform,scalariform,scalariform,present,,,,,1302,1302,4.4,4.4,tracheids,tracheids,,,0.731,4,273,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_tomentosa_Carlquist_5010_root,Cornales_Grubbiaceae_Grubbia_tomentosa_(Thunb.) Harms_Carlquist_5010_root,,,,,,0.00,0.00
Cornales,Grubbiaceae,Grubbia,tomentosa,(Thunb.) Harms,Carlquist,5010,stem,,,43.2,43.2,1.1,1.1,139,,1014,1014,,,30,30,31,scalariform,scalariform,scalariform,present,,,,,1139,1139,3.5,3.5,tracheids,tracheids,,,1.271,3.7,316,self,,Mark,"Carlquist, S. (1977). Wood anatomy of Grubbiaceae. JS African Bot, 43(12), 144.",Grubbia_tomentosa_Carlquist_5010_stem,Cornales_Grubbiaceae_Grubbia_tomentosa_(Thunb.) Harms_Carlquist_5010_stem,,,,,,0.00,0.00
Boraginales,Boraginaceae,Eriodictyon,angustifolium,Nutt.,Carlquist,s.n.,stem,,,60,60,1.32,1.32,137,,360,360,,,0,0,1,simple,simple,simple,present,,,,,,,,,tracheids,tracheids,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Eriodictyon_angustifolium_Carlquist_not specified_stem,Boraginales_Boraginaceae_Eriodictyon_angustifolium_Nutt._Carlquist_not specified_stem,,,,,,0.00,0.00
Boraginales,Boraginaceae,Eriodictyon,californicum,(Hook. & Arn.) Decne.,Carlquist,s.n.,stem,,,45,45,1.25,1.25,20.1,,240,240,,,0,0,1,simple,simple,simple,present,,,,,,,,,tracheids,tracheids,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Eriodictyon_californicum_Carlquist_not specified_stem,Boraginales_Boraginaceae_Eriodictyon_californicum_(Hook. & Arn.) Decne._Carlquist_not specified_stem,,,,,,0.00,0.00
Boraginales,Boraginaceae,Phacelia,floribunda,Greene,Carlquist,s.n.,stem,,,50,50,3.28,3.28,56,,240,240,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Phacelia_floribunda_Carlquist_not specified_stem,Boraginales_Boraginaceae_Phacelia_floribunda_Greene_Carlquist_not specified_stem,,,,,,0.00,0.00
Boraginales,Boraginaceae,Phacelia,ramosissima,Douglas ex Lehm.,Carlquist,s.n.,stem,,,53,53,1.55,1.55,205,,101,101,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Phacelia_ramosissima_Carlquist_not specified_stem,Boraginales_Boraginaceae_Phacelia_ramosissima_Douglas ex Lehm._Carlquist_not specified_stem,,,,,,0.00,0.00
Boraginales,Boraginaceae,Turricula,parryi,(A. Gray) J.F. Macbr. ,Carlquist,s.n.,stem,,,53,53,1.2,1.2,127,,343,343,,,0,0,1,simple,simple,simple,present,,,,,,,,,tracheids,tracheids,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Turricula_parryi_Carlquist_not specified_stem,Boraginales_Boraginaceae_Turricula_parryi_(A. Gray) J.F. Macbr. _Carlquist_not specified_stem,,,,,,0.00,0.00
Brassicales,Bataceae,Batis,maritima,L. ,Carlquist,s.n.1,stem,,,35.7,35.7,1.84,1.84,94,,102,102,,,0,0,1,simple,simple,simple,present,,,,,,,,,fiber tracheids,fiber tracheids,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Batis_maritima_Carlquist_not specified_stem,Brassicales_Bataceae_Batis_maritima_L. _Carlquist_not specified_stem,,,,,,0.00,0.00
Brassicales,Brassicaceae,Lepidium,fremontii,S. Watson,Carlquist,s.n.,stem,,,24.7,24.7,1.92,1.92,218,,167,167,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Lepidium_fremontii_Carlquist_not specified_stem,Brassicales_Brassicaceae_Lepidium_fremontii_S. Watson_Carlquist_not specified_stem,,,,,,0.00,0.00
Brassicales,Brassicaceae,Stanleya,pinnata,(Pursh) Britton,Carlquist,s.n.,stem,,,26.5,26.5,4.44,4.44,214,,153,153,,,0,0,1,simple,simple,simple,present,,,,,,,,,libriform,libriform,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Stanleya_pinnata_Carlquist_not specified_stem,Brassicales_Brassicaceae_Stanleya_pinnata_(Pursh) Britton_Carlquist_not specified_stem,,,,,,0.00,0.00
Brassicales,Cleomaceae,Peritoma,arborea,(Nutt.) Iltis,Carlquist,s.n.,stem,,,21.5,21.5,5.1,5.1,320,,111,111,,,0,0,1,simple,simple,simple,present,,,,,,,,,,,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Peritoma_arborea_Carlquist_not specified_stem,Brassicales_Cleomaceae_Peritoma_arborea_(Nutt.) Iltis_Carlquist_not specified_stem,,,,,,0.00,0.00
Brassicales,Koeberliniaceae,Koeberlinia,spinosa,Zucc. ,Carlquist,s.n.,stem,,,18.1,18.1,1.04,1.04,245,,229,229,,,0,0,1,simple,simple,simple,present,,,,,,,,,tracheids,tracheids,,,,,,self,,Mark,"Carlquist, S., & Hoekman, D. A. (1985). Ecological wood anatomy of the woody southern Californian flora. Iawa Journal, 6(4), 319-347.",Koeberlinia_spinosa_Carlquist_not specified_stem,Brassicales_Koeberliniaceae_Koeberlinia_spinosa_Zucc. _Carlquist_not specified_stem,,,,,,0.00,0.00
